,Unnamed: 0,ytid,start_s,end_s,aspect_list,caption,Discogs400 genre,MTG Jamendo genre,danceability,happy,sad,relaxed,mood and theme,instruments,voice gender
1834,2488,P-eIhvCaK-s,90,100,"['heavy metal', 'no singer', 'single instrument', 'instrumental', 'bass guitar', 'clean sound', 'melodic', 'melancholic', 'soothing']","This is an instrumental heavy metal piece. There is a bass guitar gently playing the melody with a clean sound. It is a melodic piece with a touch of melancholy. This piece can be used in the soundtrack of a drama movie or a TV series, especially during flashback scenes. It could also be used in video games during story exposition cutscenes.",Rock---Black Metal,ambient,not_danceable,non_happy,sad,relaxed,"['relaxing', 'meditative', 'dark', 'sad', 'melodic']","['electricguitar', 'drums', 'guitar']",male
1835,2489,P007re8_iyY,70,80,"['orchestral music', 'reed instrument sound', 'brass section', 'no voices', 'instrumental', 'no percussion', 'triangle', 'staccato violins', 'moderate tempo', 'comedic mood']",This orchestral song starts with a melody played on a reed instrument backed by strings and the triangle. This is followed by the horn section playing a descending run. The violin plays a solo after the horn section. The violins are backed by the bass played on viola or cello. The mood of this song is comedic. This song can be played in a movie scene where a criminal is planning a cunning tactic.,Classical---Baroque,classical,not_danceable,non_happy,sad,relaxed,"['film', 'adventure', 'drama', 'documentary', 'melodic']","['cello', 'violin', 'piano']",female
1836,2490,P0vjXnnIiR4,220,230,"['acoustic guitar', 'fingerpicking', 'guitar effects', 'no other instruments', 'no voices', 'instrumental', 'slow tempo', 'romantic melody']",This song features a melody played on an acoustic guitar. Delay and reverb effects are added to the sound. This song starts off with notes being fingerpicked. The second bar involves a chord being held and allowed to ring for four counts. This is followed by a double stop and then descending notes played with a higher open string. The melody is romantic. There are no voices in this song. This song can be played in a romantic movie.,Rock---Acoustic,folk,not_danceable,non_happy,sad,relaxed,"['meditative', 'love', 'relaxing', 'slow', 'sad']","['guitar', 'acousticguitar', 'classicalguitar']",male
1837,2491,P14zjckYFK0,280,290,"['low quality', 'electro', 'filter mod bass', 'repetitive echoing electric guitar melody', 'punchy kick', 'punchy snare', 'shimmering hi hats', 'saxophone solo melody', 'passionate', 'energetic']","The low quality recording features an electro song that consists of a filter modulated bass, repetitive, echoing electric guitar melody, punchy kick and snare hits, shimmering hi hats and a saxophone solo melody played at the end. It sounds passionate and energetic.",Electronic---House,electronic,danceable,non_happy,non_sad,non_relaxed,"['energetic', 'melodic', 'happy', 'dark', 'space']","['synthesizer', 'bass', 'computer']",female
1838,2492,P1Vxm_ICSG0,30,40,"['electro', 'filter modulated synth melody', 'groovy synth bass', 'shimmering hi hats', 'low pitched male vocal', 'punchy snare', 'punchy kick', 'high pitched riser', 'short snare roll', 'energetic', 'haunting synth lead', 'upbeat', 'exciting']","The Electro song features a filter modulated synth melody, groovy synth bass, shimmering hi hats, punchy kick and snare hits, followed by short snare roll, haunting synth lead, low pitched male vocal introducing the section and high pitched riser that builds the energy up. It sounds energetic, upbeat and exciting - like something you would hear in clubs.",Electronic---Disco Polo,electronic,danceable,happy,non_sad,non_relaxed,"['energetic', 'melodic', 'party', 'sport', 'retro']","['synthesizer', 'sampler', 'bass']",female
1839,2493,P240GHf9Eq4,30,40,"['instrumental', 'medium tempo', 'steady drumming', 'acoustic guitar', 'keyboard harmony', 'soft bass', 'digital drum', 'cymbals', 'ambient', 'elctronic music', 'tambourine beats', 'melodious', 'soft', 'calming', 'soothing', 'mood', 'atmospheric', 'ethereal', 'enigmatic', 'punchy beat']","This song is an instrumental. The tempo is medium with a melodious keyboard harmony, rhythmic guitar accompaniment, punchy drumming, subtle bass line, synth arrangement and tambourine beats. The music is soft, mellow, ambient, pleasant, uplifting, and mellifluous.",Electronic---Ambient,electronic,not_danceable,non_happy,sad,relaxed,"['relaxing', 'background', 'dream', 'meditative', 'inspiring']","['electricguitar', 'synthesizer', 'drums']",female
1840,2494,P25JeM4lPGw,30,40,"['low quality', 'flat female vocal', 'groovy snare', 'smooth double bass', 'groovy acoustic rhythm guitar', 'violins melody', 'live performance', 'groovy', 'folk/country', 'stereo microphone technique', 'uptempo', 'energetic']","The low quality recording features a live performance of a folk/country song that consists of flat female vocal singing over smooth double bass, groovy acoustic rhythm guitar, violins melody and groovy snare rhythm. It sounds a bit noisy and roomy, as it was probably recorded with a stereo microphone technique, but also energetic, uptempo and groovy.",Blues---Harmonica Blues,rock,not_danceable,happy,non_sad,non_relaxed,"['energetic', 'happy', 'love', 'upbeat', 'inspiring']","['drums', 'electricguitar', 'bass']",male
1841,2495,P2F4iNqJmNU,30,40,"['saxophone', 'dog howling', 'no other instruments', 'no other voices', 'no melody']",This song features the sound of a saxophone playing in the background. This is accompanied by the sound of a dog howling. There is no melody to the howling. This song has no other instruments.,Brass & Military---Brass Band,experimental,not_danceable,non_happy,non_sad,relaxed,"['energetic', 'melodic', 'happy', 'adventure', 'film']","['piano', 'drums', 'electricguitar']",male
1842,2496,P2UqnWU8d8o,30,40,"['uptempo didgeridoo melody', 'reverberant', 'noisy', 'low quality']","The low quality recording features an uptempo didgeridoo melody. It sounds reverberant, as it was probably played in a medium size room, and the recording is a bit noisy.",Electronic---Techno,electronic,danceable,happy,non_sad,non_relaxed,"['energetic', 'happy', 'melodic', 'film', 'uplifting']","['drums', 'bass', 'synthesizer']",male
1843,2497,P39x5dOsJ40,80,90,"['low quality', 'weird repetitive electric guitar melody', 'punchy kick', 'punchy snare', 'shimmering cymbals', 'energetic', 'drums solo', 'exciting']",The low quality recording features a drummer playing his solo over a weird repetitive electric guitar solo melody. The drums consist of punchy kick and snare hits and shimmering cymbals. Overall it sounds energetic and exciting.,Jazz---Jazz-Funk,jazz,danceable,non_happy,non_sad,non_relaxed,"['melodic', 'energetic', 'dark', 'documentary', 'film']","['drums', 'bass', 'guitar']",male
1844,2498,P3ZPbGjHFXE,220,230,"['low quality', 'crowd noises', 'noisy', 'rock', 'live performance', 'electric guitar solo melody', 'energetic cymbals', 'muffled snare hits', 'muffled kick hits', 'passionate male vocal', 'groovy bass guitar', 'energetic', 'emotional', 'addictive']","The low quality recording features a live performance of a rock song that consists of passionate male vocal singing over electric guitar solo melody, energetic cymbals, muffled snare and kick hits and groovy bass guitar. There are also some crowd noises, singing along. It sounds energetic, emotional and addictive, thanks to that cadence.",Rock---Hard Rock,rock,not_danceable,happy,non_sad,non_relaxed,"['energetic', 'melodic', 'love', 'heavy', 'action']","['electricguitar', 'drums', 'bass']",male
1845,2499,P3aeojk4lCs,140,150,"['folk', 'noisy', 'mono', 'low quality', 'muffled mixed vocals', 'orchestra', 'vintage', 'sentimental']","The Folk song features muffled mixed vocals singing over, what it sounds like, orchestra in the background. The recording is so noisy and low quality that the listener can barely hear the actual song. It is mono and it sounds vintage and sentimental.",Pop---Kayōkyoku,folk,not_danceable,non_happy,non_sad,relaxed,"['christmas', 'melodic', 'love', 'happy', 'meditative']","['drums', 'electricguitar', 'bass']",female
1846,2500,P4aTFrJws40,30,40,"['soap opera music', 'no singer', 'instrumental', 'piano', 'strings', 'melancholic', 'emotional', 'downcast']",This is an instrumental music piece that was made for a soap opera soundtrack. The piano and the strings are playing gently in a melancholic manner. The atmosphere of the piece is emotional. This piece could be used in the soundtrack of a drama movie during scenes of hopelessness or heartbreak.,Classical---Neo-Classical,classical,not_danceable,non_happy,sad,relaxed,"['meditative', 'relaxing', 'film', 'emotional', 'love']","['guitar', 'piano', 'flute']",female
1847,2501,P4zWSoib5BU,30,40,"['amateur recording', 'blues', 'male deeper voice speaking', 'acoustic guitar', 'harmonica', 'slow tempo']",A deep male voice is talking then starts strumming chords on an acoustic guitar while blowing a melody on top with a harmonica. This song may be playing live explaining music.,Blues---Delta Blues,popfolk,not_danceable,non_happy,sad,relaxed,"['love', 'ballad', 'relaxing', 'film', 'meditative']","['acousticguitar', 'piano', 'drums']",male
1848,2502,P54hbuQLkc4,220,230,"['low quality', 'foley effects', 'metallic impact sounds', 'wooden impact sounds', 'screeching sound effect', 'intense orchestra music']","The low quality recording features foley effects that include metallic, wooden and screeching sound effects. At the very end of the loop, there is an intense background orchestra music, representing some combat scene.",Electronic---Experimental,electronic,not_danceable,non_happy,non_sad,relaxed,"['film', 'dark', 'relaxing', 'meditative', 'soundscape']","['synthesizer', 'drums', 'guitar']",female
1849,2503,P5AgEqouchI,10,20,"['low quality', 'noisy', 'mono', 'theremin solo melody', 'sustained strings melody', 'playback', 'sad', 'emotional', 'heartfelt']","The low quality recording features a theremin solo melody played over playback that has a sustained strings melody playing. It sounds emotional, sad, heartfelt and the recording is noisy and in mono.",Stage & Screen---Soundtrack,classical,not_danceable,non_happy,sad,relaxed,"['film', 'epic', 'drama', 'emotional', 'relaxing']","['piano', 'violin', 'flute']",female
1850,2504,P5IxlG4-CY8,30,40,"['latin/country', 'maracas', 'acoustic guitar', 'fast tempo', 'amateur recording']",Someone is playing maracas very skillfully while an acoustic guitar is supported with strumming chords that  are constantly changing. This sounds like an amateur recording. This song may be playing at a local music store where people jam.,"Folk, World, & Country---African",latin,danceable,happy,non_sad,relaxed,"['happy', 'energetic', 'corporate', 'funny', 'melodic']","['acousticguitar', 'classicalguitar', 'drums']",male
1851,2505,P5tsRM1iokA,30,40,"['folk/county', 'amateur recording', 'backing track', 'slide guitar', 'slow tempo', 'relaxing']","Someone is playing a melody on a slide guitar over a backing track containing an uptight bass, acoustic guitar and mild acoustic drum groove. This song may be playing outside on a sunny day practicing guitar.",Jazz---Easy Listening,classical,not_danceable,non_happy,sad,relaxed,"['christmas', 'romantic', 'relaxing', 'film', 'inspiring']","['piano', 'guitar', 'drums']",female
1852,2506,P5uIpVLEpm4,160,170,"['instrumental', 'fast tempo', 'electric guitar', 'rock', 'hard rock', 'metal', 'heavy metalloud feed back', 'amplified', 'sonic power', 'intense', 'passionate', 'loud feedback', 'heavy metal', 'death metal', 'aggressive', 'passionate', 'stringed instrument']","This music is instrumental. The tempo is fast with an electric guitar riff playing a cover of a popular melody. The music is intense, loud, passionate, violent, aggressive and thunderous. This music is heavy metal/ death metal.",Rock---Heavy Metal,rock,not_danceable,non_happy,non_sad,non_relaxed,"['melodic', 'energetic', 'epic', 'dark', 'heavy']","['electricguitar', 'drums', 'guitar']",male
1853,2507,P65yE_EXLd8,30,40,"['duet', 'slow tempo', 'piano harmony', 'vocal backup', 'expressive', 'receptive language', 'rhyming', 'descriptive words', 'listening and learning', 'chimes', 'synthesiser arrangement', 'children music', 'nursery rhyme', 'rock', 'scissors paper', 'simple', 'catchy', 'learning for kids', 'animated', 'hand percussion']","This song is an animated duo in a male and female volume. The tempo is slow with a Pisano harmony, synthesiser arrangement and a small hand percussion. The song is a lively, simple, expressive,animated, rhythmic and informational children’s song/ nursery rhyme .",Children's---Educational,pop,not_danceable,non_happy,non_sad,relaxed,"['happy', 'love', 'slow', 'melodic', 'energetic']","['synthesizer', 'guitar', 'drums']",male
1854,2508,P8nK4i8XscM,30,40,"['video game theme', 'mashup', 'male vocal', 'female vocal', 'automation-like singing', 'synth', 'electronic drums', 'sound effects', 'funny', 'comedic', 'sarcastic', 'bizarre']","This is the comedic mashup used as a video game theme. There is a synth and an electronic drum beat playing the theme of ""I'm a Barbie Girl"". There is a male vocal and a female vocal singing in an automated fashion in the English language but with a German accent. They are singing the same tune as ""I'm a Barbie Girl"" but with different lyrics. There is an 8-bit sound effect related to the game. There is a sarcastic atmosphere in the piece, but it is also a bit bizarre in nature.",Electronic---House,electronic,danceable,happy,non_sad,non_relaxed,"['energetic', 'sport', 'party', 'melodic', 'happy']","['synthesizer', 'keyboard', 'bass']",female
1855,2509,P90rFZQFqWk,30,40,"['live recording', 'male voice', 'slow rock', 'guitar', 'double bass', 'drums', 'low quality music', 'romantic theme', 'vocal harmony', 'moderate tempo']","This song is a low quality live recording of a performance. This features a male voice singing the main melody. At the end of the song, other voices sing with the main voice in harmony. This is accompanied by an electric guitar plucking chords. The double bass plays the root notes of the chords. The percussion plays the cymbal, increasing volume slowly, giving it a swell feel. The mood of the song seems romantic.",Rock---Alternative Rock,pop,not_danceable,non_happy,sad,relaxed,"['love', 'ballad', 'meditative', 'sad', 'melodic']","['acousticguitar', 'guitar', 'electricguitar']",male
1856,2510,P97w3AdePgQ,570,580,"['trumpet', 'piano', 'latin percussion', 'rhythm', 'piano', 'spoken word', 'melodic', 'salsa', 'latin music', 'dance', 'joyful']",This music is a latin dance piece. There is a trumpet playing a vibrant melody as a lead with latin percussive elements playing a syncopated beat in the background. Then a piano fill is played to connect the previous section to the next one followed with a voice announcement. This piece could be used for latin dance courses and dance themed events at bars.,Latin---Salsa,latin,danceable,happy,non_sad,non_relaxed,"['energetic', 'happy', 'film', 'upbeat', 'melodic']","['drums', 'percussion', 'bass']",male
1857,2511,P996TZp25PM,100,110,"['instrumental', 'keyboard accompaniment', 'congas', 'string instrument harmony', 'hawaiian guitar', 'ukele', 'steady bass lines', 'regional pop', 'folk pop', 'pleasant melody', 'bongos', 'bass lines', 'harp', 'people talking', 'soft', 'mellow', 'ambient', 'muffled music']","This song is an instrumental. The tempo is slow with a keyboard harmony, steady bass lines, congas and bongo rhythm and sound of an instrument like a harp and string instrument like a ukelele or Hawaiian guitar.The music is soft, mellow, pleasant and simple with the sound of people talking in the background. This is a Regional/Folk Pop instrumental.",Latin---Samba,world,not_danceable,non_happy,sad,relaxed,"['happy', 'adventure', 'corporate', 'christmas', 'documentary']","['guitar', 'piano', 'drums']",male
1858,2512,P9fh7rOIKcM,270,280,"['male sounds', 'punching sounds', 'crowd cheering', 'glass smashing sound', 'accordion']",The excerpt features a melody played in the background on what sounds to be an accordion. In the foreground one can notice various sounds from punching to glass being broken. The crowd is cheering. All this leads me to believe this isn't a song but instead someone playing a fighting game.,Electronic---Experimental,electronic,danceable,non_happy,non_sad,non_relaxed,"['dark', 'energetic', 'melodic', 'action', 'film']","['synthesizer', 'bass', 'drums']",male
1859,2513,PAX2PMha2dU,80,90,"['piano accompaniment', 'different music tracks', 'youtube', 'idea music track', 'audio transitions', 'forest ambient sounds', 'male singer', 'water filling sounds', 'medium tempo', 'steady drumming', 'insect noises', 'ambient tones', 'comical', 'funny video music track', 'male sighing tones', 'poor audio quality', 'marching style drumming']","The song is an instrumental piece with various tracks. The song is medium tempo with a piano accompaniment, groovy bass line , steady drumming track, a male sighing in pleasure and water filling a bottle tone. The song is a mix bag of music tracks for various scenes. The song is an instrumental track for a funny YouTube video.",Non-Music---Field Recording,pop,not_danceable,happy,non_sad,relaxed,"['happy', 'love', 'energetic', 'melodic', 'positive']","['electricguitar', 'drums', 'guitar']",male
1860,2514,PB3i02Cjf1k,30,40,"['amateur recording', 'e-guitar']",Someone is strumming chords on an e-guitar. The e-guitar is slightly out of tune. This song may be playing at home trying out sounds on the e-guitar.,Rock---Indie Rock,rock,not_danceable,happy,non_sad,non_relaxed,"['energetic', 'happy', 'love', 'melodic', 'motivational']","['electricguitar', 'bass', 'drums']",female
1861,2515,PBMfPDei93s,200,210,"['female singer', 'hip hop music', 'backup singers', 'modern hip hop hits', 'slow tempo', 'groovy bass line', 'steady percussive rhythm', 'keyboard accompaniment', 'story telling', 'emotional', 'motivational', 'inspiring', 'groovy rhythm', 'hip hop dance music', 'emotional', 'romantic', 'love song', 'high spirits', 'self discovery']","A female singer sings this passionate melody backed up by singers in vocal harmony. The tempo is slow with a strong bass line, steady percussive rhythm and keyboard accompaniment. The song is emotional and spirited. The song is a modern hip hop hit.",Funk / Soul---Contemporary R&B,pop,danceable,non_happy,non_sad,relaxed,"['love', 'deep', 'summer', 'energetic', 'melodic']","['bass', 'synthesizer', 'drums']",female
1862,2516,PBqNpMpD76k,170,180,"['low quality', 'tropical', 'mono', 'noisy', 'exotic marimba melody', 'jazzy drums', 'shimmering hi hats', 'syncopated snare', 'muddy bass', 'piano keys chords', 'loud', 'thin', 'mumbling crowd noises', 'water splashing noise']","The low quality recording features a tropical song playing over speaker and it consists of jazzy drums, muddy bass and exotic marimba melody. It is mono and noisy, while there are also some crowd mumbling and water splashing noises in the background. It sounds thin and loud, but tropical and exotic - like something you would listen to on a vacation.",Reggae---Reggae-Pop,pop,danceable,happy,non_sad,non_relaxed,"['melodic', 'energetic', 'happy', 'fun', 'love']","['synthesizer', 'guitar', 'electricguitar']",female
1863,2517,PE1ges9nn6A,90,100,"['female voice', 'drums', 'tambourine', 'bass guitar', 'synth sounds', 'electric guitar']",The music features a female voice singing a long note melody for the first half of the excerpt. The drums play a steady rhythm and together with the bass guitar and tambourine drive the pulse of the music. A synth sound is playing a wobbly melody.,Rock---Alternative Rock,pop,not_danceable,non_happy,sad,relaxed,"['love', 'happy', 'ballad', 'emotional', 'uplifting']","['drums', 'bass', 'guitar']",female
1864,2518,PF5LgwJjYuA,90,100,"['armenian', 'pop music', 'ballad', 'male vocal', 'melodic singing', 'piano', 'strings', 'bass guitar', 'acoustic drums', 'sentimental', 'romantic', 'wedding', 'slow tempo']",This is an Armenian pop music ballad piece. The male vocalist is singing in a sentimental manner. The melody is being played by the piano and the strings section while the bass guitar plays a simple bass line composed of root notes. The rhythmic background is provided by a 6/8 slow tempo acoustic drum beat. The atmosphere is romantic. This piece would fit perfectly in an Armenian wedding. It could also be included in the soundtrack of a romance movie that takes place in Armenia.,Pop---Schlager,pop,not_danceable,non_happy,sad,relaxed,"['love', 'melodic', 'christmas', 'ballad', 'relaxing']","['acousticguitar', 'piano', 'synthesizer']",female
1865,2519,PF6Mn51Nkvs,30,40,"['instrumental', 'melodious violins', 'mellow', 'soft', 'soothing', 'pleasant', 'ambient', 'bright trumpets', 'boomy bass line', 'slick drumming', 'slow tempo', 'table turner', 'cymbals', 'keyboard accompaniment', 'glass shattering', 'thudding', 'crashing']","This song is an instrumental. The tempo is slow with melodic violin, punchy bass lines, slick drumming, cymbal ride,vibrant trumpet, table turner and sounds in the background like thudding, clashing, glass shattering and crashing . It is soft, mellow, soothing and ambient.This music is contemporary Soul.",Hip Hop---Gangsta,hiphop,danceable,non_happy,non_sad,relaxed,"['energetic', 'deep', 'dark', 'love', 'film']","['synthesizer', 'bass', 'drums']",female
1866,2520,PFX2OO75sRQ,30,40,"['hip hop/rap', 'repetitive plucked synth melody', 'snaps', 'flat male vocal', 'background filtered male vocals', 'distorted 808 bass', 'addictive synth lead melody', 'low quality', 'mono', 'offbeat hi hats']","The Hip Hop/Rap song features a flat male vocal with filtered, background male vocals, rapping over repetitive plucked synth melody and addictive synth lead melody, followed by distorted 808 bass, snaps and some offbeat hi hats. The whole sound is distorted and everything is in mono, which makes the song low quality.",Hip Hop---Trap,hiphop,danceable,happy,non_sad,non_relaxed,"['energetic', 'melodic', 'love', 'party', 'happy']","['synthesizer', 'bass', 'drums']",male
1867,2521,PFa1XVCgPgM,40,50,"['low quality', 'live performance', 'reverberant', 'noisy', 'muffled', 'coughing', 'classical', 'opera', 'fruity male vocal', 'piano melody', 'emotional', 'passionate', 'telephone ring']","The low quality recording features a live performance of a classical song that consists of a fruity male opera singer over a piano melody. In the background there are coughing and telephone ring sounds. The recording is noisy, muffled and it sounds emotional and passionate.",Brass & Military---Military,experimental,not_danceable,non_happy,sad,relaxed,"['dark', 'film', 'epic', 'soundscape', 'meditative']","['guitar', 'synthesizer', 'drums']",male
1868,2522,PFtcnQqLdEc,270,280,"['anthem', 'amateur recording', 'theremin', 'drum rolls', 'flutes', 'brass section', 'medium to uptempo', 'traditional']",This audio contains drum-rolls in the background playing along with a brass section and flutes. In the foreground someone is playing the same melody on a theremin. This song may be practicing playing along with an instrument.,Latin---Beguine,classical,not_danceable,non_happy,sad,relaxed,"['christmas', 'film', 'drama', 'adventure', 'documentary']","['violin', 'flute', 'cello']",female
1869,2523,PIIAyM4H1UE,100,110,"['instrumental', 'electronic instrumentation', 'white noise', 'no vocals', 'no percussions', 'boomy bass', 'synthesised  chime like sound', 'eerie', 'spooky', 'sinister', 'scary', 'dangerous', 'mysterious', 'unearthly', 'terrifying', 'horror', 'atmospheric synthesiser']","This clipping is an instrumental with rapid synthesised chimes like sound and a boomy bass drop against white noise. The contrast of the psychedelic fast music against the boom drop gives it an eerie vibe. It is sinister, spine-tingling, scary, spooky and spine-chilling.",Electronic---Experimental,electronic,danceable,non_happy,non_sad,relaxed,"['dark', 'film', 'soundscape', 'meditative', 'melodic']","['synthesizer', 'piano', 'drums']",female
1870,2524,PJRG2bwphUc,30,40,"['low quality', 'echoing female vocal', 'harmonizing male vocal', 'rumbly sound effect', 'unbalanced stereo image', 'passionate', 'emotional']","The low quality recording features a female vocal singing with left-panned echoing effect, which creates this unbalanced stereo image. In the background, there is a harmonizing male vocal, followed by a rumbly sound effect located in the right channel of the stereo image. Sounds passionate and emotional.",Electronic---Experimental,electronic,not_danceable,non_happy,sad,relaxed,"['film', 'meditative', 'relaxing', 'dark', 'emotional']","['synthesizer', 'piano', 'voice']",female
1871,2525,PJUffXn-LIk,190,200,"['amateur recording', 'live performance', 'female choir', 'crowd cheering', 'applause']",This is the ending of a female choir performing on stage. It appears to be in a graduation ceremony setting. The crowd starts cheering and applauding the choir after the show is over.,Classical---Choral,classical,not_danceable,non_happy,sad,relaxed,"['film', 'christmas', 'love', 'epic', 'relaxing']","['voice', 'piano', 'synthesizer']",female
1872,2526,PKJMsnUJ994,30,40,"['traditional balinese music', 'flutes', 'gambelan bamboo mallets', 'birds chirping', 'medium to uptempo', 'uplifting energy']",This audio contains gambelan bamboo mallets playing a melody in the higher mid-range along with a flute playing a melody in the higher register. In the background spread across the sides of the speakers you can hear different birds chirping. This song may be playing during a traditional dance.,Electronic---Experimental,electronic,danceable,non_happy,non_sad,relaxed,"['happy', 'christmas', 'documentary', 'meditative', 'inspiring']","['piano', 'flute', 'synthesizer']",male
1873,2527,PKsdjH0RmsU,30,40,"['instrumental', 'slow tempo', 'recorder', 'soulful', 'pure', 'simplicity', 'minimalist', 'folk', 'folk music', 'acoustic guitar', 'celtic', 'flute melody', 'dulcet', 'flute like instrument', 'soft', 'mellow', 'serene', 'idyllic', 'melancholic', 'calm', 'euphonious', 'wind instrument', 'beautiful']","This music is a beautiful ,soothing instrumental. The tempo is slow with a wind instrument like a recorder/flute  solo and an acoustic guitar accompaniment. The music is dulcet, serene,calming, soothing, mellifluous,soulful, therapeutic and idyllic. This is a folk song instrumental.",Electronic---Ambient,classical,danceable,non_happy,sad,relaxed,"['meditative', 'relaxing', 'film', 'melodic', 'christmas']","['synthesizer', 'piano', 'flute']",female
1874,2528,PN3Lx8RutmI,30,40,"['male vocalist', 'fast tempo', 'acoustic guitar accompaniment', 'spanish guitar', 'lively', 'entertaining', 'enthusiastic', 'party song', 'happy', 'joyful', 'cheerful', 'youthful', 'clapping', 'singing along', 'people talking', 'emphatic vocals', 'amateur home recording', 'spanish song', 'popular song']","A male vocalist sings this energetic song. The tempo is fast emphatic vocals, bright acoustic guitar accompaniment and clap beat. The song is youthful, energetic, popular, cheerful, engaging and happy. The music is minimal with ambient sounds of people clapping, cheering, singing along and keeping beat with claps. The audio is distorted and muffled as it is an amateur home recording.","Folk, World, & Country---Flamenco",latin,danceable,happy,non_sad,non_relaxed,"['happy', 'energetic', 'love', 'upbeat', 'uplifting']","['guitar', 'bass', 'drums']",female
1875,2529,PNT3hW4qFpQ,290,300,"['low quality', 'percussive arpeggiated acoustic guitar melody', 'noisy', 'crowd chattering', 'live performance', 'lacking high frequencies', 'boomy']","The low quality recording features a live performance of the percussive & arpeggiated acoustic guitar melody. There are some crowd chattering noises in the background, by which we can definitely conclude that it is, in fact, a live performance. Sounds a bit boomy and the high frequencies of the guitar are lacking volume.",Electronic---Ambient,soundtrack,not_danceable,non_happy,sad,relaxed,"['relaxing', 'film', 'meditative', 'epic', 'emotional']","['piano', 'synthesizer', 'drums']",female
1876,2530,POOu05eUvqE,30,40,"['instrumental', 'slow tempo', 'harp', 'gentle', 'mellow', 'soothing', 'harp solo', 'minimalist', 'celestial', 'ethereal', 'beautiful', 'calming', 'stringed instrument', 'plucked string instrument', 'classical music', 'western classical', 'bow shaped harp', 'chordophone', 'oldest instrument', 'full sounding', 'clear', 'flowing', 'dreamy', 'resonating', 'sharp sound', 'cascading melody', 'rich']","This music is a beautiful Harp instrumental. The tempo is slow with a mellow, gentle and rich Harp melody. The music is dreamy, cascading, ethereal, soothing, calming and harmonic. This music is a Western Classical Harp Solo.","Folk, World, & Country---Celtic",celtic,not_danceable,non_happy,sad,relaxed,"['christmas', 'meditative', 'relaxing', 'film', 'soft']","['harp', 'flute', 'piano']",female
1877,2531,PP3kNqPM434,70,80,"['punk rock', 'male voice', 'distortion guitar', 'percussion', 'bass', 'moderate tempo', 'upbeat song']",This punk rock song features a male voice singing the main melody at a comfortable pitch. This is accompanied by percussion playing a simple rock beat. A distortion guitar plays power chords using downstrokes. The bass plays the root notes of the chords. This song is played at a moderate tempo. This song can be played at the end credits of an action movie.,Rock---Punk,rock,not_danceable,happy,non_sad,non_relaxed,"['melodic', 'energetic', 'love', 'heavy', 'happy']","['drums', 'electricguitar', 'bass']",male
1878,2532,PQ7cX2Cnusg,140,150,"['rock song', 'guitar solo', 'distortion guitar', 'moderate tempo', 'guitar harmonics', 'scratch harmonics', 'whammy bar dive bomb', 'speed metal', 'no voice', 'instrumental', 'power percussion', 'bass']",This rock song features a guitar solo played on a guitar with heavy distortion. The solo starts off with high pitch notes being played. This is followed by a dive bomb using the whammy bar. The guitar then plays a descending lick followed by scratch harmonics and another descending run. This is accompanied by percussion playing a powerful rock beat in common time. The bass plays the root notes of the chords. Another distortion guitar plays power chords to back the lead guitar. There are no voices in this song. This song can be used in a car chase sequence in a movie.,Rock---Hard Rock,rock,not_danceable,non_happy,non_sad,non_relaxed,"['melodic', 'energetic', 'dark', 'epic', 'action']","['electricguitar', 'synthesizer', 'guitar']",male
1879,2533,PQXYWc3JHhU,30,40,"['low quality', 'noisy', 'arpeggiated synth melody', 'synth pad chords', 'mellow', 'soft', 'relaxing']","The low quality recording features an arpeggiated synth melody, followed by synth pad chords. It sounds mellow, soft and relaxing, while the recording is noisy.",Electronic---Trance,electronic,danceable,non_happy,non_sad,relaxed,"['melodic', 'space', 'relaxing', 'dream', 'meditative']","['synthesizer', 'piano', 'sampler']",female
1880,2534,PQrYV7hJWDg,30,40,"['pop', 'educational', 'female vocal', 'out-of-tune singing', 'strings', 'acoustic guitar', 'acoustic drums', 'generic', 'bland', 'monotonous']",This is an educational pop music piece. There is a female vocalist singing out-of-tune. The strings and the acoustic guitar are playing a simple tune while the rhythmic background is provided by a basic acoustic drum beat. The aura of the piece is generic and monotonous. The quality of the recording is subpar. It might be useful in the class setting.,Rock---Alternative Rock,pop,danceable,non_happy,non_sad,relaxed,"['love', 'energetic', 'dark', 'melodic', 'happy']","['drums', 'bass', 'electricguitar']",female
1881,2535,PRRcVdXsBQg,90,100,"['clarinet', 'piano', 'live recording', 'calming', 'soothing', 'emotional']",Here we have a gentle and soothing instrumental piece on the piano and clarinet. The pianist plays an accompaniment to the lead melody of the clarinet - which feels like a relaxing afternoon at the beach. This is a live recording.,"Folk, World, & Country---Folk",classical,not_danceable,non_happy,sad,relaxed,"['relaxing', 'meditative', 'christmas', 'film', 'emotional']","['piano', 'flute', 'guitar']",female
1882,2536,PRzBkZSSyY0,0,10,"['amateur recording', 'three tone wood blocks', 'male voice speaking']",This recording contains a male voice speaking than you can hear a wooden clicking sound that comes from an instrument called three tone wood blocks. This may be playing in a tutorial video showing off your instrument.,Rock---Alternative Rock,electronic,not_danceable,non_happy,non_sad,relaxed,"['energetic', 'melodic', 'adventure', 'film', 'action']","['guitar', 'drums', 'synthesizer']",male
