ytid,start_s,end_s,aspect_list,caption
GcOOmVSM8Uw,110,120,"['low quality', 'mono', 'noisy', 'crowd cheering', 'fade out', 'wide synth pad', 'suspenseful', 'energetic', 'punk', 'live performance']","The low quality recording features, in the first half of the loop, a mono and noisy recording of a punk live performance with some crowd cheering noises. It sounds energetic and the recording suddenly fades out, transitioning into the second part of the loop which features a side synth pad that sounds suspenseful."
GcYeBWujhjw,10,20,"['amateur recording', 'rock', 'guitar', 'repetitive phrase', 'percussion', 'bass', 'no voice', 'no other instruments', 'slow tempo', 'melancholic mood']",This amateur recording features a rock song. A repetitive phrase is played on the guitar. The first bar consists of only the guitar sound. The bass and percussion start playing after one bar. The bass plays one note in groups of twos. The percussion plays a groovy rock beat. The hi-hat is played in a group of four strokes on the closed hi-hat followed by one stroke on the open hi-hat. There are no voices in this song. The mood of this song is melancholic.
GcbCOmNiVm8,0,10,"['acoustic guitar playing', 'out of tune guitar', 'off-pitch guitar playing', 'cocophony', 'live recording', 'home recording', 'off-tune notes', ""high pitched child's vocal"", ""falsetto child's vocal""]",This is a home recording. The guitar in this recording is being played off-pitch and no real chords are being played. The singer is a child who sings in falsetto.
GcnLApOeCh0,30,40,"['low quality', 'mono', 'phone recording', 'reverberant background music', 'electro', 'energetic', 'clapping', '4 on the floor kick', 'addictive violin melody']","The low quality recording features a reverberant background electro music that consists of claps, ""4 on the floor"" kick pattern and addictive violin melody. It is in mono and it sounds like it was recorded with a phone in a medium size room, as the music is playing through a speaker."
GcqCHmHXEjo,30,40,"['instrumental', 'fast tempo', 'bright', 'gripping', 'compelling', 'delightful', 'commanding', 'enthralling', 'orchestra', 'bright trumpets', 'bow stringed instrument', 'cello', 'viola', 'vocalisation in background', 'burgeoning', 'instrumental ensemble', 'sonic treat', 'brass band', 'melodious violin symphony', 'enthusiastic drumming']","This music is instrumental . The tempo is fast with a burst of harmonious instrumentation. The music is orchestral with animated trumpets, melodious violin  symphony, enthusiastic drumming, piano accompaniment and male vocalisation in the background. The music is bright, lively, powerful, commanding, fluent, gripping ,compelling and a delight to the ears."
Gde1fn1Y1uM,30,40,"['hard rock', 'glam rock', 'male voice', 'happy mood', 'distortion guitar', 'rock percussion', 'fast tempo', 'rock bass']","This hard rock song features a male voice singing the main melody. The song starts with a distortion guitar playing a riff. The percussion plays a simple beat in common time. Once the voice starts singing, the guitars play power chords using down strokes. The bass follows the root notes of the chords. The mood of this song is happy. This song can be played in a car chase sequence in a movie."
GglIHiqClGM,30,40,"['instrumental', 'medium tempo', 'song introduction', 'tutorial', 'percussion instrumental', 'drum beats', 'vibrato', 'bass', 'ceremonial drum', 'bass drum', 'kick drum', 'rhythmic time', 'booming', 'resounding', 'march', 'low pitched', 'percussion instrument', 'deep sounding']","This music is a percussion instrumental. The tempo is medium fast with the drummer playing a groovy beat on the bass drum. The effect is low pitched loud, booming, resounding vibrato. There is no other instrument in this clip, so this could either be a tutorial or an introduction to a song."
Gh4KBdcCU64,160,170,"['amateur recording', 'synth', 'low quality audio', 'percussion', 'female voice', 'slow tempo', 'crooning', 'vocables']",This song features a female voice crooning the main melody. She is using vocables and no lyrics. The same melody is played on the synth immediately after she sings the first first line. A percussion player plays a simple beat. A tambourine plays in the background. The rest of the instruments are not clear due to the low audio quality. This song can be played in a coffee shop. The mood of this song is romantic.
GiTmjE7az74,30,40,"['video game theme', 'no singer', 'instrumental', 'analog sounding', 'small keyboard', 'beatboxing', 'playful', 'cheerful', 'groovy']",This is a video game theme cover. The theme belongs to the Super Mario franchise. The main theme is being played on an analog sounding small keyboard. There is an added rhythmic background of beatboxing in this version. The atmosphere is playful. This piece could be used in the background of arcade gaming social media content.
GinP_ZRgAoY,30,40,"['singer-songwriter', 'acoustic guitar', 'female voice singing', 'amateur recording', 'calm']",The audio contains someone playing an acoustic guitar while a female voice is singing. The performance sounds calming but there is a loud buzzing in the recording disturbing the atmosphere. This is an amateur recording. This song may be jamming at home.
Gj6etuzTWlQ,30,40,"['low quality', 'harmonized kids vocals', 'noisy', 'mono', 'muffled flute melody', 'happy', 'fun']","The low quality recording features a harmonized kids' vocals singing over a muffled flute melody. The recording is very noisy and it is in mono, but regardless it sounds happy and fun."
GjE_iD2BbFg,190,200,"['south asian music', 'low quality audio', 'distortion', 'accordion', 'tabla', 'passionate male vocalist']",This is a traditional south asian song. We have an accordion-like instrument for the melodic component and a tabla for percussion. The singer has a passionate voice. The audio quality is poor and the song distorts.
GkB_BkyVyPs,30,40,"['low quality', 'shimmering cymbals', 'noisy', 'mono', 'addictive brass melody', 'muffled male vocal', 'live performance', 'reggae', 'loud', 'thin', 'harsh', 'muddy', 'messy', 'energetic']","The low quality recording features a live performance of a reggae song that consists of shimmering cymbals, addictive brass melody and muffled male vocal singing over it. It is noisy and in mono, and it sounds thin, harsh, muddy, messy and energetic."
GmGWvBNO8JI,30,40,"['jam', 'no singer', 'instrumental', 'single instrument', 'electric guitar', 'clean sounding', 'guitar solo', 'easygoing', 'simple tune']",This is an instrumental showcase jam. A clean sounding electric guitar solo is being played. The track has an easygoing aura to it. Parts of this jam can be picked and lifted to be used as clean guitar samples for a beat. It could also be used in advertisement jingles.
GopccU3Am1w,20,30,"['spooky glass melody', 'crowd chattering', 'noisy', 'low quality', 'live performance']","The low quality recording features a live performance of a spooky glass melody. The recording is very noisy, as there are crowd chattering noises in the background."
Gow0TlxIx7U,220,230,"['reggae/pop', 'amateur recording', 'acoustic guitar', 'shaker', 'percussion', 'medium tempo']",Someone is playing an acoustic guitar strumming chords on the backbeat while someone is holding the rhythm with a shaker and a percussion in the background. This song may be playing while having a jam session with your friends.
GrbrWNohr6Y,30,40,"['female vocalist', 'slow tempo', 'static', 'growling sound', 'crickets', 'ambient outdoor sounds', 'rustling', 'mellow', 'soft', 'two tracks', 'outdoors', 'subtle electric guitar', 'metal being dragged', 'white noise', 'cricket chirping']","A female vocalist sings this mellow song. The tempo is slow with a subtle electric guitar accompaniment. The audio quality is inferior making it difficult to hear the song well. There is another track superimposed over the song which has sound so footsteps, metal being dragged, crickets, cricket chirping, breeze and some rustling. This is an audio of a song being played outdoors."
Grtmre_r9yI,250,260,"['low quality', 'live performance', 'folk', 'short strings licks', 'muffled drums', 'harmonized male vocals', 'flat female vocal', 'groovy bass', 'groovy', 'energetic', 'wooden percussive elements']","The low quality recording features a live performance of a folk song that consists of flat female vocals, harmonizing low male vocals, muffled drums, some wooden percussive elements, groovy bass and short strings licks. It sounds energetic and groovy, but the drums are really poorly recorded."
GuHDy--gWiM,30,40,"['low quality', 'folk', 'live performance', 'wide clapping', 'crowd noises', 'steel guitar solo melody', 'acoustic rhythm guitar melody', 'groovy bass', 'punchy snare', 'shimmering cymbals', 'electric guitar melody', 'violin melody', 'passionate', 'uptempo', 'soulful', 'energetic']","The low quality recording features a live performance of a folk song and it contains a steel guitar solo melody played over, acoustic rhythm guitar, electric guitar melody, shimmering cymbals, punchy snare, groovy bass, followed by violin melody, crowd noises and claps. It sounds passionate, uptempo, soulful and energetic."
GuJdy864xWM,30,40,"['indian music', 'south asian music', 'vintage indian music', 'classical indian music', 'live recording', 'live performance', 'passionate female vocalist', 'tabla', 'shaker', 'bansuri melody']","Along with the vintage south asian vocal performance from an emotive female vocalist, this song features enchanting melodies from the bansuri. For percussion, we have tablas and tambourines. This is a live performance in a concert venue."
GuQFhmGqdog,62,72,"['female vocalist', 'fast tempo', 'falsetto', 'high notes', 'resonator', 'people clapping', 'cheering', 'breeze', 'ambient nature sounds', 'energetic vocals', 'spirited drumming', 'vigorous banjo accompaniment', 'mandolin', 'fiddle', 'dobro', 'rapid singing', 'energetic', 'vocalisation', 'spirited', 'enthusiastic', 'normal voice to falsetto', 'rapid change in pitch']","A female vocalist sings this rather vigorous country song. The tempo is fast with vocalisation. The vocalist is yodelling vigorously and rhythmically to the accompaniment of an animated banjo, fiddle, resonator and mandolin harmony, vibrant drumming and."
GuYRF0no7hw,30,40,"['plastic tapping sounds', 'crowd cheering', 'low quality', 'noisy', 'rock', 'electric guitar chords', 'video game']","The low quality recording features a rock song that consists of electric guitar chords, being played in a video game by plastic guitar, which makes plastic tapping noises. There are also some crowd cheering noises and the recording is very noisy overall."
Guu30szkA-0,30,40,"['drum & bass', 'electronic dance music', 'female vocal sample', 'melodic singing keyboard', 'electronic drums', 'bass', 'groovy', 'urban', 'danceable', 'modern sounding', 'very fast tempo']","This is a drum & bass music piece. There is a female vocal sample that is being played repetitively. The main theme is being played by a keyboard while there is a strong bass in the background. The rhythmic background consists of a very fast tempo electronic drum beat. The atmosphere is modern. This piece could be played at nightclubs, at drum & bass events and in DJ sets. It could also work well in the soundtrack of a futuristic movie or a car racing video game."
Gw0KmZ3kbjs,30,40,"['low quality', 'repetitive modulate synth bass melody', 'noisy', 'mono', 'bouncy snare', 'groovy', 'chair squeaking', 'phone grip noises']","The low quality recording features a repetitive synth bass melody played on a modulated synthesizer, followed by bouncy snare. The recording is very noisy, in mono, with some chair squeaking and phone grip noises."
GwTXkfuc5v8,30,40,"['male vocalist', 'medium tempo', 'rap', 'raper', 'vocal riff', 'reverb', 'syncopated background harmony', 'hip-hop', 'pop rap', 'rhythmic patter', 'boomy bass lines', 'slick drumming', 'drum machine', 'digital drums', 'rhythmic', 'chanting', 'repetitive', 'passionate', 'insistent', 'keyboard accompaniment', 'synthesiser arrangements', 'electronic music', 'groovy', 'dance music', 'trap', 'trippy', 'youthful', 'female vocal backup']","A male vocalist sings this HIp-hop. The tempo is medium with subdued keyboard accompaniment, slick drumming, boomy bass drops, synthesised arrangements and vocal backup. The song is youthful; enthusiastic, passionate, insistent, repetitive,  groovy,rhythmic chanting with a dance groove. This song is Contemporary Hip-Hop/Rap."
GwxSvUoYSZg,10,20,"['cinematic', 'atmospheric', 'padsounds', 'modulated noises', 'digital strings', 'evolving', 'subbass', 'experimental', 'slow']","This recording is full of atmospheric sounds that are modulated rising and falling in pitch with liquid klick noises, white noise and a lot of reverb. These sounds are probably created with a synthesizer. A pad sound is playing long notes in the mid range while a soft subbass is underlining the strings. This composition may be playing in an underwater scene in a movie."
GxeDIuOzxmU,30,40,"['low quality', 'noisy', 'mono', 'muffled', 'emotional', 'passionate', 'arpeggiated harp melody']","The low quality recording features an arpeggiated harp melody. It sounds emotional and passionate and the recording is noisy, in mono and a bit muffled."
GyxH8ep_Vx8,30,40,"['low quality', 'mono', 'noisy', 'harmonica solo melody', 'funky']",The low quality recording features a funky harmonica solo melody being played. The recording is noisy and in mono.
Gz8RlHf3Czs,30,40,"['low quality', 'female vocal beatboxing', 'energetic', 'dubstep', 'aggressive']",The low quality recording features a female vocal beatboxing a dubstep song. It sounds energetic and aggressive.
GzRvq0gJbj0,70,80,"['uillean pipes', 'live performance', 'irish traditional music', 'irish folk music', 'sweet tone', 'sweet sounding melody', 'soothing', 'calming', 'celtic music', 'mystical', 'fantasy', 'sustained pad synth']","In this clip we have a set of uilleann pipes being used to play a sweet and enchanting melody. It's a live performance. There's a sustained pad synth which also sounds ethereal, being used to support the uilleann pipes. This is traditional Irish or Celtic folk music. The song is emotional and captivating, with a slow tempo."
H-bTMbePj0A,30,40,"['steel drums', 'caribbean music', 'song cover', 'percussive bass line', 'movie sound track', 'groovy rhythm', 'instrumental cover', 'instrumental music', 'percussionist', 'groovy rhythm', 'memdium tempo', 'steady drumming rhythm', 'reggae music influences', 'soloist', 'emotional', 'life is good', 'sand and sea', 'tropical beach party', 'disney movie', 'children’s favourites', 'cheerful', 'positive', 'inspiring', 'life is good', 'motivational']",The song is an instrumental. The song is medium tempo with a percussionist playing a delightful melody on the steel drums with a steady drum rhythm and a percussive bass line. The song is cheerful and has a life message of being happy. The song audio quality is poor.
H18aK9HhNSM,30,40,"['low quality', 'live performance', 'fruity male vocal', 'country', 'ukulele orchestra chord progressions', 'smooth double bass', 'uptempo', 'energetic', 'passionate']","The low quality recording features a live performance of a country song played by ukulele orchestra, smooth double bass and sung by fruity male vocals. It is uptempo and it sounds energetic, even without drums, and passionate."
H4rdJlSSt5Y,30,40,"['low quality', 'arpeggiated banjo melody', 'noisy', 'mono', 'flat female vocal', 'emotional', 'voice crack']","The low quality recording features a covered song with arpeggiated banjo melody and flat female vocal that is occasionally out of tune. The recording is noisy and in mono, as if it was recorded with a phone, but it is also emotional, regardless of the voice crack."
H4tyvJJzSDk,30,40,"['high fidelity production', 'professionally recorded', 'movie music', 'intimate female vocal', 'fairy tale', 'delicate piano', 'slow tempo', 'orchestral string accompaniment', 'introspective', 'animated kids movie']","Professionally recorded music featuring an intimate female vocal, delicate piano, and orchestral string accompaniment. The tempo is slow, the production is high fidelity and the mood is an introspective one. Would be perfect in an animated kids movie."
H6Y_7Ax34-g,290,300,"['jam', 'no singer', 'instrumental', 'single instrument', 'electric guitar', 'guitar solo', 'amp plug', 'easygoing', 'simple tunes']",This is a gear review jam. There is an electric guitar playing simple tunes. An amp plug is connected to the electric guitar. The atmosphere is easygoing. Sounds from this recording can be sampled to be used in advertisement jingles.
H6qzijVEqZQ,10,20,"['pop funk', 'jingle', 'male vocal', 'melodic singing', 'electric guitar', 'bass guitar', 'acoustic drums', 'funky', 'easygoing', 'normal tempo', 'sound effects', 'breath', 'stamp', 'generic', 'easygoing']",This is a pop funk piece used as a jingle for an ad. There is a male vocalist singing melodically while the electric guitar is playing a catchy tune with the bass guitar playing a groovy bass line. A normal tempo acoustic drum beat provides the rhythmic background. There are a couple of sound effects in the end. The piece has an easygoing atmosphere. It is the perfect match for a jingle. It could also be used in DJ sets or remixes.
H6rZwBc6aNM,30,40,"['low quality', 'reverberant ""4 on the floor"" kick hits', 'suspenseful synth stab', 'filtered synth bass', 'short riser', 'electro', 'thin', 'poor mix']","The low quality recording features an electro song that consists of a reverberant ""4 on the floor"" kick pattern, followed by suspenseful synth stabs. At the very end of the loop there is a short riser, after which comes the snippet of a filtered synth bass. It sounds thin, as it was poorly mixed."
HAEoz3VbaP8,0,10,"['ukulele', 'slow paced melody picking', 'amateur recording', 'calm']",Someone is playing a ukulele. The piece sounds calming as someone is picking the strings: At the beginning of the song you can hear some white noise. This is an amateur recording but the quality is not bad. This song may be playing a documentary showing landscapes in slow motion.
HCCGZh-TxK0,30,40,"['male vocalist', 'medium fast tempo', 'reflective', 'melodic', 'keyboard harmony', 'groovy', 'funky', 'youthful', 'buoyant', 'reflective', 'organ', 'electric guitar', 'acoustic guitar', 'steady drumming', 'funky bass line', 'bass drum', 'pipe organ', 'light', 'playful', 'affecting', 'insightful', 'cymbals', 'female vocal backup', 'reggae', 'jazz']","A male vocalist sings this light melody. The tempo is medium with a funky bass line, keyboards accompaniment; slick drumming, groovy electric guitar and acoustic guitar riff with female vocal backup. The song is light, punchy, buoyant, groovy, funky,insightful, reflective and melodic. This song is a spirited Reggae song."
HDSV7Pzq8CA,80,90,"['popmusic', 'e-guitars', 'drums', 'tambourine', 'male voices singing', 'mid range', 'e-bass', 'amateur recording', 'uptempo']",A drum is playing a four on the floor groove with a kick on every beat along to a bassline and a tambourine. Two e-guitars are strumming funky sounding chords. Male singers are singing a melody together in the mid-range. This song may be playing live at a local event.
HEclHruM37s,210,220,"['hip hop', 'electric guitar solo', 'rap rock', 'bluesy electric guitar tone', 'simple hip hop drum beat', 'charismatic fiery male rapper', 'bright flanger synth', 'harmonica']","This is a rap rock song that fuses elements from each genre. The rapper has a charismatic and fiery approach, and after his rap verse we hear a blues-rock electric guitar solo. There's a sustained warm synth with a flanger that supports the whole melodic aspect of the track. The mood of this song feels motivating."
HEhogaw0vUg,30,40,"['low quality', 'clapping', 'crowd cheering', 'pop', 'live performance', 'flat male vocal', 'flat female vocal', '4 on the floor kick pattern', 'electric guitar melody', 'exciting', 'energetic']","The low quality recording features a live performance of a pop song and it consists of flat female and male vocal rapping over ""4 on the floor"" kick pattern and electric guitar melody. There are some crowd clapping and cheering noises in the background. It sounds exciting and energetic."
HEk4fx_XNNE,20,30,"['knob turns', 'electric hum', 'increasing volume', 'strings making noises', 'plugging into the guitar', 'ambient room noise', 'echo tones', 'amplified guitar playing in rhythm', 'medium tempo', 'instrumental music', 'song intro', 'rock music', 'groovy music', 'youthful', 'energetic', 'passionate', 'rebellion', 'classic rock', 'rock guitar', 'electric buzz']","The song is an instrumental. The song is medium tempo with ambient room noises, like a volume knob turned up, a guitar being plugged in and the rhythmic strumming of an amplified distortion guitar. The song is energetic and passionate. The song is an introduction to a rock song."
HFH9tcIK_PM,170,180,"['female vocalist', 'fast tempo', 'distorted audio', 'syth pop', 'youthful', 'inspiring', 'powerful', 'passionate', 'emotional', 'vocal backup', 'vocalisation', 'feminist', 'feminism', 'female power', 'girl power', 'turn table effects', 'boomy bass drops', 'keyboard harmony', 'static', 'electroni music', 'boomy', 'thumping beats', 'inferior audio quality', 'muddled audio', 'muffled', 'synthesiser articulation', 'electronic music', 'digital instrumentation']","A female vocalist sings this enthusiastic song. The tempo is fast with keyboard harmony, infectious drumming, turntable effects, digital drumming, electronic music arrangements, boomy bass lines, vocal backup, vocalisation and synthesiser articulation. The song is passionate, emotional, powerful, impactful, engaging and inspiring with a punchy and youthful dance groove. This song is a powerful Synth Pop."
HFVM5pVTwkM,150,160,"['blues/pop', 'groovy hi hats', 'punchy snare', 'tinny snare rolls', 'addictive brass melody', 'punchy kick', 'smooth bass', 'energetic', 'addictive', 'repetitive']","The Blues/Pop song features groovy hi hats, punchy snare and kick hits, tinny snare rolls in-between snare hits, addictive brass melody and smooth bass at the very end of the loop. It sounds a bit repetitive, but still addictive and energetic."
HH3ryAEP308,30,40,"['massive bass drops', 'instrumental music', 'whooshing tones', 'energetic', 'youthful', 'pulsating', 'adrenaline rush', 'techno dance music', 'beeping tones', 'chirping tones', 'electronic dance music', 'various percussion hits', 'quick fingers', 'home studio', 'medium fast tempo', 'groovy rhythm', 'people dancing', 'party all night', 'techno dance hits', 'drumming', 'scratching tones']","The song is an instrumental. The tempo is medium fast with a groovy bass line, massive bass drops, various percussion hits, chirping tones, keyboard accompaniment and syncopated rhythms. The song is a modern electronic  techno dance tune produced in a  home studio."
HHTgjmgTV6c,30,40,"['house', 'low quality', 'repetitive echoing male vocal', 'shimmering hi hats', 'bouncy claps', '""4 on the floor"" kick pattern', 'repetitive synth lead melody', 'energetic', 'groovy']","The low quality recording features a house song that contains echoing male vocal singing over shimmering hi hats, bouncy claps, ""4 on the floor"" kick pattern and repetitive synth lead melody. It sounds energetic and groovy."
HHZGjS4g-w4,30,40,"['folk song', 'indian song', 'tabla', 'guitar', 'two chord song', 'female voice', 'moderate tempo', 'story-telling mood']","This folk song features a female voice singing the main melody. This is accompanied by a tabla playing the percussion. A guitar strums chords. For most parts of the song, only one chord is played. At the last bar, a different chord is played. This song has minimal instruments. This song has a story-telling mood. This song can be played in a village scene in an Indian movie."
HIDXdH6R6T8,220,230,"['funk song', 'male voice', 'female backing voices', 'simple percussion', 'funky bassline', 'bells', 'slow tempo', 'flirting mood']",This funk song features a male voice singing the main melody. Female voices sing backing vocals. This is accompanied by percussion playing a simple beat. The bass plays a funky bassline using the root notes of the chords. A wah or tron effect is added on the bass. The sound of bells is heard in the background. This song has a flirty mood. This song can be played as a slow dance song in a club.
HJuR9WJ1iRY,40,50,"['low quality', 'classical', 'live performance', 'harpsichord melody', 'sustained strings melody', 'emotional', 'passionate', 'reverberant', 'noisy', 'easygoing']","The low quality recording features a live performance of a classical song and it consists of harpsichord and sustained strings melodies. The recording is a bit noisy and quite reverberant, as it was recorded in a medium size concert hall. It sounds easygoing, passionate and emotional."
HLXGkzzQHUU,30,40,"['chant', 'male vocals', 'female vocal', 'percussion', 'claps', 'strings', 'mystery', 'suspense', 'egyptian']","This is an Egyptian music piece. There is a heavy use of percussion in the rhythmic background with the accompaniment of occasional claps. Medium-pitched strings are leading the melody. The male vocals are chanting rhythmically while the female vocal is singing in a soothing manner that creates a contrast in between the two elements. There is an adventurous, suspense-filled feeling. This piece could be used in a mystery/thriller video game. It could also be used in a movie that takes place in the Middle East."
HLsRePLObfI,30,40,"['hand pan music', 'soloist', 'instrumental music', 'average audio quality', 'inspiring', 'heart felt', 'positive', 'motivational', 'relaxing playlist', 'hand pan demonstration', 'home music video fast tempo', 'emotional', 'spirited passionate', 'travel', 'emotional', 'passionate', 'groovy', 'new world', 'age of innocence', 'new world', 'discovery tones', 'mesmerising music']",The song is instrumental. The tempo is fast with a beautifully played hand pan arrangement by a soloist. The song is ethereal and innocent in its beauty. The audio quality is average.
HLz3N5nG8fQ,30,40,"['jazz/ballad', 'acoustic piano', 'acoustic drums', 'e-bass', 'e-guitar', 'male deep voice singing', 'crowd cheering and clapping', 'medium to uptempo', 'romantic']",An acoustic drum is playing a jazzy groove on the ride along with a bassline while an e-guitar is playing jazz chords with a lot of changes together with an acoustic piano rendering phrases with an uplifting melody. The singer's voice sounds low and romantic. This song may be playing while dancing with a partner.
HMJe5jS0Yt4,30,40,"['electro swing', 'swing house', 'four on the floor', 'acoustic jazz piano sample', 'rhythm changes chord progression', 'female blues singer', 'synthesizer riser', 'ambient bell sounds', 'walking synth bassline', 'snare on backbeat']","An electro swing, or swing house track featuring a four on the floor kick pattern, acoustic jazz piano sample playing a classic rhythm changes chord progression, a female blues singer, synthesizer risers, ambient bell sounds, a walking synth bassline and a snare on backbeat. Would be fitting music for a modern day speakeasy."
HMQfp_qtF-M,220,230,"['amateur recording', 'beatbox', 'crowd clapping', 'cheering', 'uptempo']",Someone is beatboxing a reggaeton beat. In the background you can hear the crowd clapping and cheering. This song may be playing live as part of a beatbox performance.
HNf9eHqDT1A,30,40,"['instrumental', 'medium fast tempo', 'synth pop', 'groovy', 'uncomplicated harmony', 'pleasant', 'harmonious', 'euphonious', 'rhythmic', 'keyboard harmony', 'steady drumming', 'electronic instrumentation', 'synthesiser arrangements', 'simple beat', 'simple melody', 'catchy', 'rhythmic', 'cymbals', 'tambourine beats', 'groovy bass']","This music is instrumental. The tempo is medium fast with a melodious keyboard harmony, steady drumming, groovy bass, synthesiser arrangements , electronically articulated sounds and tambourine beats . The melody is harmonious, pleasant, uncomplicated and well layered. This music is Synth Pop."
HOIIp5NyFx0,20,30,"['low quality', 'fun', 'happy', 'crowd cheering', 'flat male vocal', 'punchy kick', 'shimmering cymbals', 'short toms roll', 'groovy accordion melody', 'acoustic rhythm guitar', 'smooth bass guitar']","The low quality recording features a flat male vocal singing over crowd cheering sound, punchy kick, shimmering cymbals, groovy accordion melody, acoustic rhythm guitar chords and smooth bass guitar. There is a short toms roll before the bass drops. It sounds fun and happy."
HOkuea1wExA,30,40,"['low quality', 'muffled', 'snare rolls', 'synth keys melody', 'simple bass', 'dull', 'happy', 'fun', 'quiet']","The low quality recording features a synth key melody played over simple bass and snare rolls. It sounds happy and fun, while the recording is quiet, dull and muffled."
HQ9HlWProm0,30,40,"['minor scale', 'acoustic guitar arpeggio', 'nylon string guitar', 'male speaking', 'male guide', 'tutorial']",This is a clip of a tutorial where we have a male teacher playing a minor scale on a nylon string guitar. The energy of the video is calm.
HQb2jhmw1BE,310,320,"['classical', 'dynamic', 'orchestra', 'energetic orchestra drums', 'woodwinds', 'arpeggiated strings melody', 'shimmering brass melody', 'cinematic', 'epic']","The Classical song features a dynamic arrangement of energetic orchestra drums, woodwinds, arpeggiated strings melody and shimmering brass melody. It sounds cinematic and epic - like a background movie soundtrack."
HRVVqstIabc,240,250,"['low quality', 'orchestral', 'strings section melody', 'cello melody', 'violin melody', 'double bass', 'emotional', 'passionate']","The low quality recording features an orchestra song that consists of a string section melody. The section contains violin melody playing in the left channel, cello in the right channel and later on, double bass in the middle. It sounds emotional and passionate."
HRxTN4TH-80,0,10,"['meditation', 'singing bowl', 'slow tempo', 'relaxing']",Someone is hitting a  high pitched singing bowl that rings out for a long time. This song may be playing during a meditation session.
HS_ikHx4LIQ,190,200,"['low quality', 'hip hop', 'tinny muffled percussive elements', 'bright wide steel guitar melody', 'shimmering triangle', 'reverberant flute melody', 'claps', 'soft kick', 'groovy bass', 'mellow synth pad', 'dull', 'energetic', 'tropical', 'groovy']","The low quality recording features a hip hop song that consists bright, widely spread steel guitar melody, tinny muffled percussive elements, shimmering triangle, reverberant flute melody, claps, soft kick hits, mellow synth pad and groovy bass that glues everything together. It sounds kind of dull, but groovy, energetic and tropical - thanks to those flute and guitar melodies."
HSrzR9hhEe8,30,40,"['singing bowl', 'different frequencies', 'no other instruments', 'no voices', 'instrumental', 'no melody', 'meditation music']","This clip starts with a low frequency music bowl being struck. The note is allowed to sustain. After a while, a higher frequency music bowl is struck and that note is allowed to sustain. There are no other instruments in this song. There are no voices in this song. The sound of music bowls can be played in a meditation center."
HTQySJM4Jhg,50,60,"['christmas music', 'romanian', 'male vocal', 'female vocal', 'festive singing', 'bass guitar', 'keyboard', 'sleigh bells', 'cheerful', 'joyful']",This is a Christmas music piece. There is one male and one female vocalist singing in a festive manner in the Romanian language. There is a keyboard playing the melody and a bass guitar playing in the background. The rhythm is kept by the sleigh bells. The atmosphere is joyful. This piece could be playing in the background at a Christmas event in Romania.
HU7oqkJeItQ,0,10,"['low quality', 'boomy steel guitar melody', 'aggressive strumming', 'reverberant', 'noisy', 'muddy', 'addictive']","The low quality recording a boomy steel guitar being aggressively strummed. The recording is noisy, reverberant and it sounds muddy, but regardless, the melody is addictive."
HVA9-fjtv6U,60,70,"['instrumental', 'medium tempo', 'organ', 'sharp notes', 'bass', 'high notes', 'low keys', 'church organ', 'keyboard', 'male voice speaking', 'clinking sound', 'whirring sound', 'tutorial', 'demo']",This music is a short instrumental. The tempo is medium with a church organ harmony with a male voice speaking something incoherent and subtle sounds like clinking and whirring. The audio is short and skillful. This is a tutorial on how to play the piano/organ.
HVsXJDR1_Lw,30,40,"['low quality', 'live performance', 'muffled', 'thin', 'orchestral', 'passionate female vocal', 'mono', 'musical', 'energetic drums', 'brass section', 'noisy']","The low quality recording features a musical played on a small device that reproduces mono sound. The song consists of energetic drums, brass section and passionate female vocal singing on top of it. It sounds noisy, muffled and thin, as it was probably recorded with a poor quality microphone."
HWZdPxRzCWs,30,40,"['muffled snare', 'crickets sound effect', 'shimmering tambourine', 'sea waves sound effect', 'wide mellow synth pad chords', 'short filter modulation', 'silence', 'soft white noise down sweep', 'relaxing', 'calming']","This audio recording features a crickets sound effect, sea waves sound effect and mellow synth pad chords in the background, followed by shimmering tambourine and muffled snare. At the very end of the first section of the loop, there is a short filter modulation riser, after which there is silence. At the very end of the loop there is a soft white noise down sweep. It sounds very relaxing and calming, especially because of the pad and sound effects."
HWe3TSUcvHc,30,40,"['hard rock', 'electric guitar', 'guitar solo', 'bass guitar', 'keyboard', 'acoustic drums', 'groovy', '80s feel', 'crunchy', 'medium tempo']","This is an amateur recording of a hard rock piece. An electric guitar solo is being played over a backing track that has a rhythm guitar, a bass guitar, a keyboard and acoustic drums playing in it. The sound resembles an 80s feel. It is a raw recording, so the mix is a bit muddy."
HXG8DnTpyPc,220,230,"['amateur recording', 'violin song', 'guitar', 'double bass', 'keyboard', 'instrumental', 'no voices', 'no percussion', 'moderate tempo', 'romantic feel']","This instrumental song features a violin playing the main melody. This is accompanied by a guitar playing chords. The piano plays backing chords. At the end of the song, the piano plays a fill. The bass is played on a double bass. There is no percussion in this song. The mood of this song is romantic. This song can be played in a romantic movie."
HXwX9f9ugZ4,340,350,"['jazz', 'trumpet solo', 'string section', 'percussion', 'bass', 'no voices', 'instrumental', 'slow tempo']",This jazz song features a trumpet playing the main melody. This is accompanied by a string section. There are long pauses in between lines where the backing instruments pause while the trumpet solo is played. Percussion is played along with the string section. There are no voices in this song. This is an instrumental song. This song can be played in a silent movie.
